id,loss
4,1925.041212043236
6,2474.7910968173355
9,10397.834855649331
12,6661.963358950747
15,890.4544539721367
17,2466.5714436754592
21,2458.227393057417
28,1190.8010060180638
32,2812.1485883747464
43,3291.6431192227956
46,2562.456322735929
50,832.5622000442447
54,1385.9415376739767
62,2937.380379940361
70,2720.5363343305453
71,6514.151813241184
75,2220.486258939439
77,2398.4408249688518
81,2937.73812739395
83,2175.0417918456856
87,1821.0324766860977
97,2956.2248351194876
103,1261.849998775318
119,1284.747454616591
120,2257.284151202464
127,1304.881337215144
138,3827.1588578073324
141,3514.030171920178
148,1133.369138003189
150,2932.2974330319494
151,2695.7941909977244
158,1903.7812245583966
160,7516.808330275878
165,3091.671929553727
168,3834.2107364262747
169,4376.171944216242
177,3460.558053770263
178,2354.48960149394
184,2145.282063670533
194,9932.64766493277
198,2415.133086754494
203,3555.2518166349955
211,2773.4115590440747
217,1534.7722206401859
219,1362.576575721913
221,5680.970458762155
227,2335.520487507989
230,1796.5705091999432
235,2416.7069621071
240,674.3195011345913
243,3631.2288237003627
249,7804.5103717802685
253,3267.02140954112
258,1796.3135962909357
261,2212.761930663064
263,4156.787326180372
264,3278.707385179978
265,4419.93569891583
268,2408.2987325264558
271,1139.4055259029926
274,5776.692113994973
275,260.9036241460715
279,2184.773398462763
282,1868.610476964905
286,3570.546887392497
288,1767.5459985438456
294,2594.8061761166664
296,1141.7006093474693
297,1552.7826901012504
300,663.4518918676781
303,9983.580555876184
314,1106.2698475238574
315,4369.05379647012
321,2964.8187359034464
323,5328.585320537852
330,3499.037976760558
341,1507.4930385077355
342,4731.613147371524
352,2234.8781843851966
353,4375.193377027543
360,6542.781009284886
361,2414.240739146914
362,3113.5803518522584
366,1252.5570746366095
372,4176.69239287064
376,3874.12446539511
377,3178.3472794744266
379,1704.2720476468237
380,3173.2463769326896
387,2433.389516285184
392,1867.766597519195
394,12081.110320250811
395,1796.5495553360015
397,1877.1729555845457
407,6641.077871956287
