id,loss
4,1.6487216637859576
6,1.6487216637859576
9,1.6487216637859576
12,1.648722351686385
15,1.6487216637859576
17,1.6487216637859576
21,1.6487216637859576
28,1.6487216637859576
32,1.6487216637859576
43,1.6487216637859576
46,1.6487216637859576
50,1.6487216637859576
54,1.6487216637859576
62,1.6487216637859576
70,1.6487216637859576
71,1.648722351686385
75,1.6487216637859576
77,1.6487216637859576
81,1.6487216637859576
83,1.6487216637859576
87,1.6487216637859576
97,1.6487216637859576
103,1.6487216637859576
119,1.6487216637859576
120,1.6487216637859576
127,1.6487216637859576
138,1.6487216637859576
141,1.6487216637859576
148,1.6487216637859576
150,1.6487216637859576
151,1.6487216637859576
158,1.6487216637859576
160,1.648722351686385
165,1.6487216637859576
168,1.6487216637859576
169,1.6487216637859576
177,1.6487216637859576
178,1.648722351686385
184,1.6487216637859576
194,1.648722351686385
198,1.6487216637859576
203,1.648722351686385
211,1.6487216637859576
217,1.6487216637859576
219,1.6487216637859576
221,1.6487216637859576
227,1.6487216637859576
230,1.6487216637859576
235,1.6487216637859576
240,1.6487216637859576
243,1.6487216637859576
249,1.648722351686385
253,1.6487216637859576
258,1.6487216637859576
261,1.6487216637859576
263,1.6487216637859576
264,1.6487216637859576
265,1.648722351686385
268,1.6487216637859576
271,1.6487216637859576
274,1.648722351686385
275,1.6487216637859576
279,1.6487216637859576
282,1.6487216637859576
286,1.6487216637859576
288,1.6487216637859576
294,1.6487216637859576
296,1.6487216637859576
297,1.6487216637859576
300,1.6487216637859576
303,1.648722351686385
314,1.6487216637859576
315,1.6487216637859576
321,1.6487216637859576
323,1.648722351686385
330,1.6487216637859576
341,1.6487216637859576
342,1.6487216637859576
352,1.6487216637859576
353,1.648722351686385
360,1.648722351686385
361,1.6487216637859576
362,1.6487216637859576
366,1.6487216637859576
372,1.6487216637859576
376,1.6487216637859576
377,1.6487216637859576
379,1.6487216637859576
380,1.6487216637859576
387,1.6487216637859576
392,1.6487216637859576
394,1.648722351686385
395,1.6487216637859576
397,1.6487216637859576
407,1.6487216637859576
411,1.6487216637859576
416,1.6487216637859576
417,1.6487216637859576
419,1.6487216637859576
428,1.648722351686385
431,1.6487216637859576
436,1.648722351686385
438,1.6487216637859576
445,1.648722351686385
446,1.648722351686385
455,1.6487216637859576
456,1.6487216637859576
461,1.6487216637859576
