id,loss
4,2101.163804676478
6,2617.9106968751853
9,8508.441854881403
12,6113.170613224027
15,882.8943545631903
17,2429.722885202021
21,2419.355029221022
28,1333.8310723599259
32,3711.3366179181685
43,2929.8041200019443
46,3664.659901312846
50,1139.2290415352754
54,1378.4163396370366
62,2593.9368569625335
70,2643.4506737154948
71,5892.907175147861
75,2364.9440757750936
77,2516.47013482408
81,3325.8274937184333
83,2269.308373952729
87,1642.6137119098187
97,2974.649221777588
103,1558.6721545751204
119,1309.2924526663353
120,2408.9988586863055
127,976.3196961950404
138,3700.360945155085
141,3431.983716648557
148,1678.468855832024
150,3407.3565509784444
151,3082.2216256317743
158,1544.8219784603887
160,6852.592196244369
165,2474.292519622658
168,3518.9528916478057
169,4884.879810275719
177,3029.8835633885697
178,3516.2801496933907
184,2828.591632997793
194,8928.63255427541
198,2058.637247769514
203,4060.753838840558
211,2889.2133455000667
217,1485.054730022189
219,1854.2141978377638
221,5909.309285694803
227,2287.592847218452
230,1792.6952931813707
235,2987.4056409098685
240,819.3555499535729
243,3381.8735506703997
249,8276.159313526243
253,3355.9647463390365
258,1807.4923798978284
261,2073.7380192269793
263,4133.224813735916
264,2810.220278073936
265,4872.745021785705
268,2491.5093399891302
271,1855.099684238584
274,6670.692250531748
275,895.6654489510969
279,2027.932714566113
282,2085.198447529521
286,3611.7499571390126
288,1426.785762123664
294,2626.86089521835
296,1055.4640525804523
297,1816.4125617849256
300,843.7571887069575
303,10565.582876304019
314,1803.2576479625648
315,4419.457644073539
321,2605.5788282933904
323,6622.727263949742
330,3470.689326317457
341,2126.6988017450512
342,4400.011377704253
352,2019.4702558450251
353,4249.202840680319
360,7107.440098832477
361,2678.0670750636473
362,3392.014858713274
366,1647.4576434205553
372,4543.671811924072
376,3454.8822061765245
377,2899.6300953172954
379,1960.68087061574
380,3606.2092337476174
387,2196.8574474186166
392,2314.45797011344
394,10261.224588810961
395,1635.6009178287932
397,1752.0488975715007
407,5907.838952597237
411,6969.1191606465645
416,2736.252864015348
417,1850.3897621949259
419,3875.2992417953146
428,5439.215194736265
431,2583.9752401768674
436,9978.29031368546
438,1483.288439942824
445,6542.785547455338
446,8547.974206902232
455,1496.0779827101876
456,1743.3065599372344
461,1248.763236359106
463,1846.1489467088702
464,4626.059095432532
466,1544.6913675028236
467,3041.9892780174637
470,1411.4564105204522
475,1720.1350896166332
482,3313.360942354301
490,3625.1630819956727
496,2553.697317180322
497,4958.695922792119
508,3313.7886453182
510,2057.158888698267
512,3170.4371681355337
513,4287.762740339825
523,2241.0739426663085
531,7103.0932837936525
532,3418.805676302459
533,1546.1238756252262
537,1392.329891889524
544,5183.318207702978
547,3813.8314718174597
556,7475.039593335531
565,1536.7493621512385
566,1687.8392464876592
571,1674.5848567356109
573,2361.196697471987
574,981.6108924746882
581,2934.5310969999973
585,2808.8166499200315
589,1245.6414923810487
597,1964.3419416505594
601,4234.064170634922
602,1798.067365607721
613,2364.535609421408
616,1542.472847365959
619,2229.8468192802334
622,1477.7238257464955
623,2083.436487298046
629,1928.4287298305114
634,1743.1707825421329
638,1258.664591596616
642,1321.8762841035161
643,2324.7783331575506
645,1198.6571548275908
648,7450.31101387573
652,1725.3932804205854
664,1074.6955727128543
666,2471.992375595098
672,1096.4028809985834
676,2894.195392191795
678,3662.893201935284
682,2370.64972650953
686,3363.7536309108905
688,3122.096124432573
689,1494.334047902178
690,2226.1988837084436
692,10602.0616246996
695,2082.4108271157975
697,4183.852791809234
698,2004.2584982010173
706,2283.7154427623964
708,2099.7832658015404
712,3278.720530800864
715,3775.7868406592534
717,1481.0485555286505
725,3254.714523705599
729,1318.467696957568
737,1704.895716714617
739,4974.726710382614
747,4045.7625113875188
753,3035.3542441448703
758,3564.52962635452
759,2454.809255573935
763,1796.146814639422
773,4166.873587865082
774,2287.8577797952894
776,1870.218700668546
788,3626.107343910974
790,3636.7954352382962
794,1190.9174456448657
801,2454.347158690477
802,2064.0947566777313
805,1922.0125111881293
809,5412.287344321422
812,3156.7074279937797
825,2014.5863322999403
828,2009.2261828901137
830,1994.2030175614311
833,1328.4101215343674
850,6609.847589394823
852,6066.475904525116
862,2483.798797545922
863,1782.7726109199687
864,2027.545736261424
865,4982.016338324594
868,7068.2011862142845
872,1591.6215330509976
879,5729.550436174598
880,1769.0267475020628
883,1695.0882140641593
886,1658.2688219719964
923,1869.0665330265106
924,2194.5585278850067
932,1663.054206666308
945,6504.554463058975
947,6043.884319180707
948,1954.9434044679208
955,3047.8331579415553
963,3831.80583667133
979,1733.3389361156208
989,1943.6856087352826
994,3245.5665946654517
995,2053.3361546347646
998,2621.3709005354676
1000,3967.1464898736613
1018,2995.1454335785593
1019,1628.3839023241333
1028,2197.9546765377745
1034,1937.4911673867
1038,2220.0060094178393
1040,1779.461904829067
1042,1626.0866193848697
1057,7223.686623645017
1058,2510.271552209084
1063,1196.6105321149191
1066,4401.51241385877
1071,4634.170819701099
1073,4554.816198941551
1074,3478.663007164475
1077,3579.0984870775833
1080,9173.745794238093
1088,1407.8493324001652
1096,916.3347275983408
1097,11094.217346843261
1105,6995.861248610391
1115,2423.3904012398707
1116,3043.828577686148
1122,2089.0923695016554
1130,4939.790504809524
1133,1331.9424551152156
1137,2066.5265652231815
1140,2085.5828069798627
1143,9236.453082313175
1149,6125.789239476192
1150,1244.84976674147
1153,1084.6515033898197
1157,1853.284656337333
1180,747.0142676611722
1183,1489.0432497571462
1188,1979.7977681681277
1193,1381.365867768508
1200,1048.6859599245302
1209,3740.392862756317
1214,2140.249236517784
1219,2418.113335883093
1223,6653.906389714281
1227,858.7832921727354
1228,1822.5032915525985
1229,4207.273279364644
1233,2331.218412126955
1238,6236.687616535672
1239,2106.6098791449026
1241,3732.170957123454
1243,2439.514916278697
1244,1282.532841731573
1245,3305.3044704112544
1277,4213.2765887667865
1279,2699.1839779761904
1292,10255.68472500432
1293,2020.926075035533
1299,9310.375661297554
1304,2543.0026117119382
1313,4804.0999408371
1328,1545.3556068783935
1330,1648.3160434740819
1334,1988.6065458805433
1335,1543.9368772739501
1336,6183.462738960327
1341,1298.4877037730462
1344,1331.233682106638
1351,1151.126250820338
1352,2277.4317770437
1354,1636.1550787435885
1368,4959.284755333867
1373,1808.5196982336222
1375,781.5449533718727
1381,2125.5066298589095
1384,6034.769015319628
1385,4844.7881843120285
1388,5474.473758138119
1401,6303.357381767164
1402,3152.554944496621
1404,1724.5844310185425
1406,2184.2608073916276
1409,1106.4009882890903
1422,1902.160360918694
1429,2631.947493280466
1433,5422.649516661294
1438,1411.7929847063401
1444,1388.473432457745
1446,1408.5411651776258
1450,1385.8372188864466
1451,1116.542961979006
1454,2256.806401303415
1458,2755.5025823429123
1461,3633.4095303961394
1464,4920.68991457686
1465,1355.330369946029
1478,2171.111673793209
1479,1782.6019682579476
1480,2520.636824583851
1484,2292.831175173086
1486,1321.476985331571
1488,962.1091562181082
1489,3942.4583058554317
1491,1507.3080499242192
1507,2061.059344600524
1515,2548.20853513889
1519,3066.3754404736346
1528,3092.7230863125615
1529,1206.5240806686145
1530,3426.0472825393554
1532,1435.3556329571077
1541,1857.4120021630474
1542,2936.277065801241
1547,2020.1114489059157
1549,1717.880405854532
1553,3159.390640830557
1554,4318.818222950934
1555,1936.9714573948484
1559,2197.795566561942
1565,1974.9604174525361
1568,1302.867150938897
1576,4170.685677295277
1579,1122.1924670977442
1592,1284.5547161767631
1596,3742.0174270634666
1605,1019.6057743010634
1607,1591.715145866469
1612,2427.6775689287347
1617,3969.566619591712
1619,3035.0496579298856
1620,8213.647033903357
1624,3263.175037005015
1627,1406.5425918520111
1633,2173.894410241636
1636,1630.407771898201
1639,1278.461476372792
1640,3796.1195102157667
1644,1495.498151899697
1646,1654.3763913428143
1647,2766.6583047256117
1654,1732.6957242950243
1655,4026.521528950117
1664,7028.03989082113
1665,2483.2980358017107
1667,4212.424449701493
1669,1205.8548861864922
1678,2429.102008064205
1682,2925.0918072038658
1689,1419.649960192496
1690,2824.4731140085078
1693,6078.946337662488
1695,1037.2044278752385
1705,1843.450568058482
1706,2518.0556398890676
1708,2740.855170504998
1716,2374.6892171107784
1720,8384.050917820357
1722,2102.054509351978
1749,4448.610546298177
1750,1621.0156436257594
1751,5566.609233423922
1760,3895.739064874795
1763,3666.1111489788354
1770,1786.612824591285
1777,1812.5194199858545
1785,5651.156449766045
1791,1780.3411330782224
1794,4633.078617555554
1800,1646.4282814958808
1816,1772.0091032859862
1817,1568.5856208299417
1821,3238.3859035476185
1836,1719.9453355230776
1838,1926.242585820931
1851,1518.5133818009886
1852,3444.781998373418
1854,2634.4430465878654
1856,963.346049778203
1865,963.2217199234548
1872,1566.1967040790776
1878,863.5198495920441
1880,1480.4592332699617
1881,1885.7979039655809
1882,2549.1557974419165
1886,910.7350634562215
1892,2084.9829937957443
1894,2954.744119113349
1898,2301.3519859530065
1899,2257.6873346697707
1902,1461.130279542509
1903,3832.1726257148443
1906,1956.0681375609863
1910,2440.708340229956
1911,1928.0755270072893
1914,3544.580936842029
1929,3680.4238519382266
1932,2218.8557896212874
1952,1429.3246128842902
1959,1431.8838027584002
1960,1871.4974810724707
1976,3643.837086667386
1980,3163.769172000182
1981,2773.7996450588284
1987,2164.7301445762864
1994,2243.330093578285
2000,2326.3003042404266
2008,2298.4828588745286
2011,2682.0441776850485
2012,5952.559608187504
2019,1785.077642174286
2022,2905.7846518953124
2024,5224.947153665411
2028,1344.089070256076
2030,4468.488604286548
2031,8087.885207480941
2047,2070.955265462634
2049,1266.107707688783
2050,1698.1489798105004
2051,4005.3969030341805
2056,2267.64827708843
2057,1425.7963755395535
2059,2361.89963731451
2069,4372.021149933728
2085,2159.0688927750894
2089,1302.4679499546958
2090,1898.2197661195214
2101,3339.82978284812
2114,2658.679330648754
2115,2119.2570869916517
2118,1468.3859898700655
2119,2437.5603868090902
2125,2009.9979389754567
2128,4992.75245645972
2129,1477.9495192086836
