id,loss
4,0.5000002384185791
6,0.5000002384185791
9,0.5000002384185791
12,0.5000006556510925
15,0.5000002384185791
17,0.5000002384185791
21,0.5000002384185791
28,0.5000002384185791
32,0.5000002384185791
43,0.5000002384185791
46,0.5000002384185791
50,0.5000002384185791
54,0.5000002384185791
62,0.5000002384185791
70,0.5000002384185791
71,0.5000006556510925
75,0.5000002384185791
77,0.5000002384185791
81,0.5000002384185791
83,0.5000002384185791
87,0.5000002384185791
97,0.5000002384185791
103,0.5000002384185791
119,0.5000002384185791
120,0.5000002384185791
127,0.5000002384185791
138,0.5000002384185791
141,0.5000002384185791
148,0.5000002384185791
150,0.5000002384185791
151,0.5000002384185791
158,0.5000002384185791
160,0.5000006556510925
165,0.5000002384185791
168,0.5000002384185791
169,0.5000002384185791
177,0.5000002384185791
178,0.5000006556510925
184,0.5000002384185791
194,0.5000006556510925
198,0.5000002384185791
203,0.5000006556510925
211,0.5000002384185791
217,0.5000002384185791
219,0.5000002384185791
221,0.5000002384185791
227,0.5000002384185791
230,0.5000002384185791
235,0.5000002384185791
240,0.5000002384185791
243,0.5000002384185791
249,0.5000006556510925
253,0.5000002384185791
258,0.5000002384185791
261,0.5000002384185791
263,0.5000002384185791
264,0.5000002384185791
265,0.5000006556510925
268,0.5000002384185791
271,0.5000002384185791
274,0.5000006556510925
275,0.5000002384185791
279,0.5000002384185791
282,0.5000002384185791
286,0.5000002384185791
288,0.5000002384185791
294,0.5000002384185791
296,0.5000002384185791
297,0.5000002384185791
300,0.5000002384185791
303,0.5000006556510925
314,0.5000002384185791
315,0.5000002384185791
321,0.5000002384185791
323,0.5000006556510925
330,0.5000002384185791
341,0.5000002384185791
342,0.5000002384185791
352,0.5000002384185791
353,0.5000006556510925
360,0.5000006556510925
361,0.5000002384185791
362,0.5000002384185791
366,0.5000002384185791
372,0.5000002384185791
376,0.5000002384185791
377,0.5000002384185791
379,0.5000002384185791
380,0.5000002384185791
387,0.5000002384185791
392,0.5000002384185791
394,0.5000006556510925
395,0.5000002384185791
397,0.5000002384185791
407,0.5000002384185791
411,0.5000002384185791
416,0.5000002384185791
417,0.5000002384185791
419,0.5000002384185791
428,0.5000006556510925
